record_id,location_id,source_id,time_of_record,visit_count_x,time_in_queue,assigned_employee_id,type_of_water_source,number_of_people_served,address,province_name,town_name,location_type,subjective_quality_score,results,pollutant_ppm,biological,functionality_status,hour,month,year
60187.0,MIKU00041,MIKU00041224,2024-06-12 12:14:00,5,174,17,river,32287.0,Masaba,Migori,Kuria West,Rural,,,,,non_functional,12.0,June,2024.0
60188.0,MIKU00042,MIKU00042224,2022-04-13 05:42:00,3,56,8,shared_taps,23386.0,Makerero,Migori,Kuria West,Urban,,,,,non_functional,5.0,April,2022.0
60189.0,MIAW00043,MIAW00043224,2023-03-11 14:49:00,5,475,38,tap_in_home,25990.0,North Sakwa,Migori,Awendo,Rural,,,,,non_functional,14.0,March,2023.0
60190.0,MISU00044,MISU00044224,2025-12-24 07:51:00,5,296,9,river,26585.0,God Jope,Migori,Suna East,Rural,,,,,non_functional,7.0,December,2025.0
60191.0,MIKU00045,MIKU00045224,2025-06-18 16:18:00,1,309,18,shared_taps,31262.0,Gokeharaka/Getambwega,Migori,Kuria East,Urban,,,,,non_functional,16.0,June,2025.0
60192.0,MIAW00046,MIAW00046224,2024-08-02 09:34:00,2,455,27,river,30835.0,Central Sakwa,Migori,Awendo,Rural,,,,,non_functional,9.0,August,2024.0
60193.0,MIKU00047,MIKU00047224,2023-03-03 18:41:00,1,239,12,river,25111.0,Bukira Centrl/Ikerege,Migori,Kuria West,Rural,,,,,non_functional,18.0,March,2023.0
60194.0,MIAW00048,MIAW00048224,2022-10-21 19:33:00,3,392,13,river,42725.0,South Sakwa,Migori,Awendo,Rural,,,,,non_functional,19.0,October,2022.0
60195.0,MIUR00049,MIUR00049224,2024-05-25 08:07:00,2,335,21,tap_in_home,18087.0,East Kanyamkago,Migori,Uriri,Urban,,,,,non_functional,8.0,May,2024.0
60196.0,HOKA00050,HOKA00050224,2022-01-06 09:27:00,2,435,7,tap_in_home_broken,23322.0,Kanyaluo,Homa Bay,Karachuonyo,Urban,,,,,non_functional,9.0,January,2022.0
60197.0,MISU00051,MISU00051224,2022-08-20 08:08:00,4,505,28,well,23573.0,Kwa,Migori,Suna East,Rural,,Contaminated: Chemical,,,non_functional,8.0,August,2022.0
60198.0,MIRO00052,MIRO00052224,2022-07-12 12:14:00,5,208,37,well,42922.0,South Kamagambo,Migori,Rongo,Rural,,Contaminated: Chemical,,,non_functional,12.0,July,2022.0
60199.0,MIKU00053,MIKU00053224,2024-04-15 15:54:00,4,346,24,river,38839.0,Nyabasi West,Migori,Kuria East,Rural,,,,,non_functional,15.0,April,2024.0
60200.0,MIKU00054,MIKU00054224,2025-07-14 19:14:00,2,328,44,tap_in_home,25569.0,Bukira East,Migori,Kuria West,Urban,,,,,non_functional,19.0,July,2025.0
60201.0,KISO00055,KISO00055224,2024-11-13 15:42:00,2,450,17,tap_in_home,34205.0,Moticho,Kisii,South Mugirango,Rural,,,,,non_functional,15.0,November,2024.0
60202.0,MIUR00056,MIUR00056224,2024-12-27 13:18:00,3,362,12,well,37189.0,South Kanyamkago,Migori,Uriri,Rural,,Clean,,,non_functional,13.0,December,2024.0
60203.0,MIUR00057,MIUR00057224,2022-01-25 18:10:00,4,436,10,river,37030.0,West Kanyamkago,Migori,Uriri,Rural,,,,,non_functional,18.0,January,2022.0
60204.0,KISO00058,KISO00058224,2025-04-18 08:35:00,1,192,38,tap_in_home,36121.0,Tabaka,Kisii,South Mugirango,Rural,,,,,non_functional,8.0,April,2025.0
60205.0,KIBO00059,KIBO00059224,2024-04-25 09:31:00,5,258,35,river,27894.0,Majoge Basi,Kisii,Bomachoge Chache,Rural,,,,,non_functional,9.0,April,2024.0
60206.0,KINY00060,KINY00060224,2023-03-23 16:01:00,5,180,41,river,20600.0,Kiogoro,Kisii,Nyaribari Chache,Rural,,,,,non_functional,16.0,March,2023.0
60207.0,KIBO00061,KIBO00061224,2022-09-27 17:06:00,1,145,21,tap_in_home,28758.0,Bobasi Chache,Kisii,Bobasi,Urban,,,,,non_functional,17.0,September,2022.0
60208.0,KINY00062,KINY00062224,2023-01-03 13:05:00,4,365,17,tap_in_home_broken,29995.0,Bobaracho,Kisii,Nyaribari Chache,Urban,,,,,non_functional,13.0,January,2023.0
60209.0,KINY00063,KINY00063224,2024-01-07 12:04:00,5,438,3,shared_taps,9417.0,Kisii Central,Kisii,Nyaribari Chache,Rural,,,,,non_functional,12.0,January,2024.0
60210.0,KIBO00064,KIBO00064224,2024-05-01 17:35:00,4,515,44,shared_taps,44213.0,Bomorenda,Kisii,Bonchari,Rural,,,,,non_functional,17.0,May,2024.0
60211.0,KIBO00065,KIBO00065224,2025-04-05 13:42:00,3,83,2,tap_in_home_broken,42431.0,Riana,Kisii,Bonchari,Urban,,,,,non_functional,13.0,April,2025.0
60212.0,KIBO00066,KIBO00066224,2022-02-05 13:32:00,5,246,34,shared_taps,26096.0,Bogiakumu,Kisii,Bonchari,Urban,,,,,non_functional,13.0,February,2022.0
60213.0,KIKI00067,KIKI00067224,2023-11-09 10:59:00,3,300,5,tap_in_home_broken,13244.0,Kitutu Central,Kisii,Kitutu Chache South,Urban,,,,,non_functional,10.0,November,2023.0
60214.0,KIKI00068,KIKI00068224,2023-11-05 11:29:00,2,308,42,well,26629.0,Nyatieko,Kisii,Kitutu Chache South,Rural,,Clean,,,non_functional,11.0,November,2023.0
60215.0,HOHO00069,HOHO00069224,2024-08-22 06:27:00,5,86,37,shared_taps,32742.0,Homa Bay Arujo,Homa Bay,Homa Bay Town,Rural,,,,,non_functional,6.0,August,2024.0
60216.0,HOHO00070,HOHO00070224,2022-12-28 06:33:00,4,131,37,shared_taps,19995.0,Homa Bay West,Homa Bay,Homa Bay Town,Urban,,,,,non_functional,6.0,December,2022.0
60217.0,KIBO00071,KIBO00071224,2023-11-04 08:44:00,4,353,24,river,26642.0,Bomariba,Kisii,Bonchari,Rural,,,,,non_functional,8.0,November,2023.0
60218.0,KIKI00072,KIKI00072224,2022-01-14 05:26:00,3,366,20,tap_in_home,31721.0,Nyakoe,Kisii,Kitutu Chache South,Urban,,,,,non_functional,5.0,January,2022.0
60219.0,KIKI00073,KIKI00073224,2024-04-06 19:38:00,2,227,9,well,18545.0,Bogeka,Kisii,Kitutu Chache South,Rural,,Contaminated: Chemical,,,non_functional,19.0,April,2024.0
60220.0,KIKI00074,KIKI00074224,2024-12-21 12:05:00,5,156,3,shared_taps,28504.0,Bogusero,Kisii,Kitutu Chache South,Rural,,,,,non_functional,12.0,December,2024.0
60221.0,KIKI00075,KIKI00075224,2022-11-03 16:50:00,5,116,26,river,36234.0,Marani,Kisii,Kitutu Chache North,Urban,,,,,non_functional,16.0,November,2022.0
60222.0,HOKA00076,HOKA00076224,2025-08-07 07:24:00,2,167,35,river,33085.0,West Kasipul,Homa Bay,Kasipul,Rural,,,,,non_functional,7.0,August,2025.0
60223.0,MIRO00077,MIRO00077224,2022-04-05 16:20:00,5,109,2,tap_in_home,37497.0,East Kamagambo,Migori,Rongo,Urban,,,,,non_functional,16.0,April,2022.0
60224.0,MIRO00078,MIRO00078224,2023-10-01 19:46:00,4,140,8,tap_in_home,25919.0,North Kamagambo,Migori,Rongo,Urban,,,,,non_functional,19.0,October,2023.0
60225.0,MIRO00079,MIRO00079224,2023-04-18 06:14:00,5,205,8,well,39925.0,Central Kamagambo,Migori,Rongo,Rural,,Contaminated:Biological,,,non_functional,6.0,April,2023.0
60226.0,HOND00080,HOND00080224,2022-08-09 14:31:00,5,503,13,river,32070.0,Kanyamwa Kologi,Homa Bay,Ndhiwa,Rural,,,,,non_functional,14.0,August,2022.0
60227.0,HORA00081,HORA00081224,2022-07-12 16:52:00,1,86,42,river,38416.0,Kagan,Homa Bay,Rangwe,Rural,,,,,non_functional,16.0,July,2022.0
60228.0,HOKA00082,HOKA00082224,2024-11-28 10:00:00,1,123,2,shared_taps,24472.0,West Kamagak,Homa Bay,Kasipul,Urban,,,,,non_functional,10.0,November,2024.0
60229.0,HOKA00083,HOKA00083224,2022-06-21 17:25:00,4,131,5,tap_in_home,18671.0,East Kamagak,Homa Bay,Kasipul,Urban,,,,,non_functional,17.0,June,2022.0
60230.0,HOKA00084,HOKA00084224,2022-10-27 08:53:00,1,411,30,shared_taps,24631.0,Central,Homa Bay,Karachuonyo,Urban,,,,,non_functional,8.0,October,2022.0
60231.0,KIKI00085,KIKI00085224,2024-03-01 16:19:00,4,185,2,river,37647.0,South West Kisumu,Kisumu,Kisumu West,Rural,,,,,non_functional,16.0,March,2024.0
60232.0,KIKI00086,KIKI00086224,2023-03-27 14:20:00,4,293,19,well,38191.0,North West Kisumu,Kisumu,Kisumu West,Rural,,Contaminated:Biological,,,non_functional,14.0,March,2023.0
60233.0,KIKI00087,KIKI00087224,2025-01-15 18:22:00,4,179,4,shared_taps,40503.0,West Kisumu,Kisumu,Kisumu West,Urban,,,,,non_functional,18.0,January,2025.0
60234.0,HOKA00088,HOKA00088224,2022-03-05 14:20:00,3,535,43,shared_taps,16303.0,North Karachuonyo,Homa Bay,Karachuonyo,Urban,,,,,non_functional,14.0,March,2022.0
60235.0,HOKA00089,HOKA00089224,2024-06-23 15:06:00,5,86,26,tap_in_home,7709.0,Kendu Bay Town,Homa Bay,Karachuonyo,Urban,,,,,non_functional,15.0,June,2024.0
60236.0,HOKA00090,HOKA00090224,2024-09-19 18:05:00,5,374,19,shared_taps,31762.0,Central Kasipul,Homa Bay,Kasipul,Rural,,,,,non_functional,18.0,September,2024.0
60237.0,KIKI00091,KIKI00091224,2023-05-09 11:31:00,5,225,33,tap_in_home,49342.0,Central Kisumu,Kisumu,Kisumu West,Urban,,,,,non_functional,11.0,May,2023.0
60238.0,KIKI00092,KIKI00092224,2023-03-10 14:04:00,5,23,5,well,14448.0,Nyalenda B,Kisumu,Kisumu Central,Urban,,Contaminated: Chemical,,,non_functional,14.0,March,2023.0
60239.0,KIKI00093,KIKI00093224,2025-08-17 09:51:00,2,353,45,tap_in_home_broken,3765.0,Market Milimani,Kisumu,Kisumu Central,Urban,,,,,non_functional,9.0,August,2025.0
60240.0,KIKI00094,KIKI00094224,2024-02-22 16:08:00,3,319,47,shared_taps,27864.0,Kolwa Central,Kisumu,Kisumu East,Rural,,,,,non_functional,16.0,February,2024.0
60241.0,KIKI00095,KIKI00095224,2024-03-23 11:37:00,2,226,39,tap_in_home_broken,32725.0,Kisumu North,Kisumu,Kisumu West,Urban,,,,,non_functional,11.0,March,2024.0
60242.0,KIKI00096,KIKI00096224,2022-02-20 13:02:00,2,339,22,well,19106.0,Railways,Kisumu,Kisumu Central,Rural,,Contaminated:Biological,,,non_functional,13.0,February,2022.0
60243.0,KIKI00097,KIKI00097224,2023-07-19 05:16:00,1,384,42,tap_in_home,44928.0,Kajulu,Kisumu,Kisumu East,Urban,,,,,non_functional,5.0,July,2023.0
60244.0,KIKI00098,KIKI00098224,2022-01-27 17:07:00,1,176,26,shared_taps,0.0,Shaurimoyo Kaloleni,Kisumu,Kisumu Central,Urban,,,,,non_functional,17.0,January,2022.0
60245.0,KIKI00099,KIKI00099224,2022-11-19 14:16:00,1,196,19,river,0.0,Nyalenda 'A',Kisumu,Kisumu Central,Rural,,,,,non_functional,14.0,November,2022.0
60246.0,KIKI00100,KIKI00100224,2023-03-04 12:25:00,1,317,33,tap_in_home_broken,0.0,Migosi,Kisumu,Kisumu Central,Urban,,,,,non_functional,12.0,March,2023.0
60247.0,KIKI00101,KIKI00101224,2024-11-28 12:08:00,1,379,38,shared_taps,0.0,Kondele,Kisumu,Kisumu Central,Rural,,,,,non_functional,12.0,November,2024.0
60248.0,KIKI00102,KIKI00102224,2025-05-19 11:59:00,2,515,34,shared_taps,0.0,Manyatta 'B',Kisumu,Kisumu East,Urban,,,,,non_functional,11.0,May,2025.0
60249.0,KWMA00103,KWMA00103224,2023-03-16 19:11:00,2,16,7,well,61367.0,Tsimba Golini,Kwale,Matuga,Rural,,Contaminated: Chemical,,,non_functional,19.0,March,2023.0
60250.0,BUKA00104,BUKA00104224,2022-10-27 07:05:00,5,143,12,tap_in_home_broken,47544.0,West Sang'Alo,Bungoma,Kanduyi,Rural,,,,,non_functional,7.0,October,2022.0
60251.0,BUKA00105,BUKA00105224,2024-03-16 18:08:00,1,173,26,tap_in_home,27288.0,Bukembe West,Bungoma,Kanduyi,Urban,,,,,non_functional,18.0,March,2024.0
60252.0,BUKA00106,BUKA00106224,2022-04-02 06:25:00,1,238,47,well,48253.0,Musikoma,Bungoma,Kanduyi,Urban,,Contaminated:Biological,,,non_functional,6.0,April,2022.0
60253.0,BUKA00107,BUKA00107224,2025-11-21 17:36:00,5,194,47,river,38799.0,Bukembe East,Bungoma,Kanduyi,Rural,,,,,non_functional,17.0,November,2025.0
60254.0,BUKA00108,BUKA00108224,2022-04-10 08:44:00,5,455,44,well,7209.0,Khalaba,Bungoma,Kanduyi,Rural,,Contaminated: Chemical,,,non_functional,8.0,April,2022.0
60255.0,BUKA00109,BUKA00109224,2025-07-12 09:31:00,1,472,12,well,5319.0,Township,Bungoma,Kanduyi,Rural,,Contaminated:Biological,,,non_functional,9.0,July,2025.0
60256.0,VIEM00110,VIEM00110224,2024-02-12 14:14:00,5,194,17,shared_taps,32037.0,Central Bunyore,Vihiga,Emuhaya,Rural,,,,,non_functional,14.0,February,2024.0
60257.0,VIEM00111,VIEM00111224,2023-03-05 07:07:00,2,513,16,well,34986.0,North East Bunyore,Vihiga,Emuhaya,Rural,,Contaminated: Chemical,,,non_functional,7.0,March,2023.0
60258.0,VIEM00112,VIEM00112224,2022-08-05 13:38:00,5,532,6,well,37826.0,West Bunyore,Vihiga,Emuhaya,Rural,,Clean,,,non_functional,13.0,August,2022.0
60259.0,VIHA00113,VIHA00113224,2025-06-15 06:58:00,5,278,24,shared_taps,25949.0,Gisambai,Vihiga,Hamisi,Urban,,,,,non_functional,6.0,June,2025.0
60260.0,VIHA00114,VIHA00114224,2025-07-07 06:22:00,4,345,22,shared_taps,21217.0,Jepkoyai,Vihiga,Hamisi,Urban,,,,,non_functional,6.0,July,2025.0
60261.0,VIHA00115,VIHA00115224,2025-03-13 05:46:00,4,2,10,shared_taps,21225.0,Tambua,Vihiga,Hamisi,Rural,,,,,non_functional,5.0,March,2025.0
60262.0,VILU00116,VILU00116224,2024-07-15 19:55:00,4,493,42,well,26036.0,Emabungo,Vihiga,Luanda,Rural,,Contaminated:Biological,,,non_functional,19.0,July,2024.0
60263.0,VILU00117,VILU00117224,2022-11-17 10:41:00,4,353,23,tap_in_home,23096.0,Luanda South,Vihiga,Luanda,Urban,,,,,non_functional,10.0,November,2022.0
60264.0,VILU00118,VILU00118224,2025-06-23 16:27:00,1,392,12,shared_taps,15702.0,Luanda Township,Vihiga,Luanda,Rural,,,,,non_functional,16.0,June,2025.0
60265.0,VILU00119,VILU00119224,2022-02-15 14:30:00,2,132,8,shared_taps,25084.0,Mwibona,Vihiga,Luanda,Urban,,,,,non_functional,14.0,February,2022.0
60266.0,KWMS00120,KWMS00120224,2023-06-13 19:19:00,1,486,5,shared_taps,33768.0,Kinondo,Kwale,Msambweni,Rural,,,,,non_functional,19.0,June,2023.0
60267.0,VILU00121,VILU00121224,2022-03-27 19:12:00,1,243,34,river,29217.0,Wemilabi,Vihiga,Luanda,Urban,,,,,non_functional,19.0,March,2022.0
60268.0,VISA00122,VISA00122224,2023-03-25 05:38:00,4,457,4,shared_taps,24185.0,Busali,Vihiga,Sabatia,Urban,,,,,non_functional,5.0,March,2023.0
60269.0,VISA00123,VISA00123224,2024-11-11 07:31:00,1,113,14,shared_taps,20789.0,Chavakali,Vihiga,Sabatia,Urban,,,,,non_functional,7.0,November,2024.0
60270.0,VISA00124,VISA00124224,2025-02-18 18:44:00,5,350,39,tap_in_home_broken,27922.0,Lyaduywa/Izava,Vihiga,Sabatia,Rural,,,,,non_functional,18.0,February,2025.0
60271.0,VISA00125,VISA00125224,2022-04-11 13:04:00,2,290,47,shared_taps,20894.0,North Maragoli,Vihiga,Sabatia,Rural,,,,,non_functional,13.0,April,2022.0
60272.0,VISA00126,VISA00126224,2025-08-09 18:12:00,4,229,33,well,23490.0,West Sabatia,Vihiga,Sabatia,Rural,,Contaminated: Chemical,,,non_functional,18.0,August,2025.0
60273.0,VISA00127,VISA00127224,2022-05-16 09:05:00,3,487,26,shared_taps,26932.0,Wodanga,Vihiga,Sabatia,Urban,,,,,non_functional,9.0,May,2022.0
60274.0,VIVI00128,VIVI00128224,2025-02-01 11:21:00,2,5,30,shared_taps,26927.0,Central Maragoli,Vihiga,Vihiga,Urban,,,,,non_functional,11.0,February,2025.0
60275.0,VIVI00129,VIVI00129224,2025-08-20 18:13:00,4,443,21,well,35619.0,Lugaga-Wamuluma,Vihiga,Vihiga,Rural,,Clean,,,non_functional,18.0,August,2025.0
60276.0,VIVI00130,VIVI00130224,2025-04-24 11:18:00,5,346,8,shared_taps,23098.0,Mungoma,Vihiga,Vihiga,Urban,,,,,non_functional,11.0,April,2025.0
60277.0,VIVI00131,VIVI00131224,2025-01-28 19:38:00,4,254,36,well,23594.0,South Maragoli,Vihiga,Vihiga,Rural,,Clean,,,non_functional,19.0,January,2025.0
60278.0,SIBO00132,SIBO00132224,2025-07-16 06:32:00,4,224,36,river,42284.0,West Yimbo,Siaya,Bondo,Urban,,,,,non_functional,6.0,July,2025.0
60279.0,SIBO00133,SIBO00133224,2024-08-07 10:04:00,4,398,6,tap_in_home_broken,28150.0,Central Sakwa,Siaya,Bondo,Urban,,,,,non_functional,10.0,August,2024.0
60280.0,SIBO00134,SIBO00134224,2022-03-06 10:09:00,2,115,34,river,37429.0,Yimbo East,Siaya,Bondo,Rural,,,,,non_functional,10.0,March,2022.0
60281.0,SIAL00135,SIAL00135224,2022-08-22 16:21:00,5,405,15,shared_taps,21040.0,Usonga,Siaya,Alego Usonga,Urban,,,,,non_functional,16.0,August,2022.0
60282.0,SIBO00136,SIBO00136224,2024-01-24 13:29:00,3,14,42,shared_taps,34901.0,West Sakwa,Siaya,Bondo,Rural,,,,,non_functional,13.0,January,2024.0
60283.0,SIUG00137,SIUG00137224,2024-12-03 12:17:00,2,44,29,well,37880.0,West Ugenya,Siaya,Ugenya,Urban,,Contaminated:Biological,,,non_functional,12.0,December,2024.0
60284.0,SIAL00138,SIAL00138224,2022-02-27 05:17:00,4,470,0,tap_in_home_broken,43418.0,West Alego,Siaya,Alego Usonga,Urban,,,,,non_functional,5.0,February,2022.0
60285.0,SIAL00139,SIAL00139224,2024-04-05 17:29:00,1,412,38,tap_in_home,41293.0,Central Alego,Siaya,Alego Usonga,Urban,,,,,non_functional,17.0,April,2024.0
60286.0,SIBO00140,SIBO00140224,2022-09-22 16:46:00,1,406,26,tap_in_home_broken,36088.0,South Sakwa,Siaya,Bondo,Urban,,,,,non_functional,16.0,September,2022.0
60287.0,SIAL00141,SIAL00141224,2023-11-25 13:58:00,3,483,5,shared_taps,83461.0,South East Alego,Siaya,Alego Usonga,Urban,,,,,non_functional,13.0,November,2023.0
60288.0,SIUG00142,SIUG00142224,2023-01-25 17:57:00,5,84,35,tap_in_home_broken,38544.0,North Ugenya,Siaya,Ugenya,Urban,,,,,non_functional,17.0,January,2023.0
60289.0,SIUG00143,SIUG00143224,2023-01-12 08:24:00,1,273,8,tap_in_home_broken,27845.0,Ukwala,Siaya,Ugenya,Urban,,,,,non_functional,8.0,January,2023.0
60290.0,SIAL00144,SIAL00144224,2024-07-01 13:48:00,2,468,28,well,37886.0,Siaya Township,Siaya,Alego Usonga,Rural,,Contaminated: Chemical,,,non_functional,13.0,July,2024.0
60291.0,SIBO00145,SIBO00145224,2025-12-15 17:48:00,4,211,4,shared_taps,46873.0,North Sakwa,Siaya,Bondo,Urban,,,,,non_functional,17.0,December,2025.0
60292.0,SIRA00146,SIRA00146224,2022-01-04 12:44:00,5,348,12,shared_taps,35872.0,West Uyoma,Siaya,Rarieda,Urban,,,,,non_functional,12.0,January,2022.0
