record_id,location_id,source_id,time_of_record,visit_count_x,time_in_queue,assigned_employee_id,type_of_water_source,number_of_people_served,address,province_name,town_name,location_type,subjective_quality_score,results,pollutant_ppm,biological,functionality_status,hour,month,year
60158,KIBO00012,KIBO00012224,10/23/2025 11:44,3,324,14,river,44167,Bokimonge,Kisii,Bomachoge Borabu,Rural,,,,,,,,
60159,KIBO00013,KIBO00013224,7/18/2023 7:06,4,347,4,river,22879,Sameta/Mokwerero,Kisii,Bobasi,Rural,,,,,,,,
60160,KIBO00014,KIBO00014224,1/14/2025 9:17,5,17,42,shared_taps,22381,Masige West,Kisii,Bobasi,Urban,,,,,,,,
60161,KIBO00015,KIBO00015224,12/27/2022 18:22,2,501,13,shared_taps,27111,Bombaba Borabu,Kisii,Bomachoge Borabu,Urban,,,,,,,,
60162,KIBO00016,KIBO00016224,2/1/2024 6:52,1,90,13,shared_taps,21475,Masige East,Kisii,Bobasi,Urban,,,,,,,,
60163,KIBO00017,KIBO00017224,12/17/2024 6:11,4,535,30,river,26250,Bobasi Boitangare,Kisii,Bobasi,Rural,,,,,,,,
60164,KIBO00018,KIBO00018224,9/6/2025 12:11,1,416,30,river,16600,Boochi Borabu,Kisii,Bomachoge Borabu,Rural,,,,,,,,
60165,NAKI00019,NAKI00019224,2/23/2022 8:55,3,103,33,well,49579,Keyian,Narok,Kilgoris,Rural,,Contaminated:Biological,,,partially_functional,,,
60166,MINY00020,MINY00020224,11/8/2023 5:26,3,357,46,shared_taps,32290,Muhuru,Migori,Nyatike,Urban,,,,,non_functional,,,
60167,MINY00021,MINY00021224,4/4/2023 15:38,3,231,6,tap_in_home_broken,30781,Kachien'G,Migori,Nyatike,Urban,,,,,partially_functional,,,
60168,MINY00022,MINY00022224,2/27/2025 19:48,4,25,45,shared_taps,21415,Kanyasa,Migori,Nyatike,Rural,,,,,partially_functional,,,
60169,MINY00023,MINY00023224,11/24/2022 9:18,2,114,1,tap_in_home_broken,40382,North Kadem,Migori,Nyatike,Urban,,,,,partially_functional,,,
60170,MINY00024,MINY00024224,5/8/2023 18:03,1,210,47,shared_taps,29735,Got Kachola,Migori,Nyatike,Rural,,,,,non_functional,,,
60171,MINY00025,MINY00025224,11/23/2024 17:03,5,16,11,shared_taps,30204,Macalder/Kanyarwanda,Migori,Nyatike,Urban,,,,,functional,,,
60172,MINY00026,MINY00026224,5/16/2022 19:43,1,82,39,river,13723,Kaler,Migori,Nyatike,Rural,,,,,non_functional,,,
60173,MISU00027,MISU00027224,7/18/2023 11:19,1,314,27,well,36155,Wasimbete,Migori,Suna West,Rural,,Contaminated:Biological,,,partially_functional,,,
60174,MISU00028,MISU00028224,4/5/2024 9:19,5,146,48,tap_in_home,37349,Wiga,Migori,Suna West,Urban,,,,,partially_functional,,,
60175,HOND00029,HOND00029224,12/23/2022 8:24,5,42,22,river,24510,Kanyadoto,Homa Bay,Ndhiwa,Rural,,,,,partially_functional,,,
60176,MIUR00030,MIUR00030224,10/11/2023 15:55,1,203,25,tap_in_home,42405,North Kanyamkago,Migori,Uriri,Urban,,,,,partially_functional,,,
60177,MISU00031,MISU00031224,2/2/2024 12:35,2,38,14,shared_taps,49935,Kakrao,Migori,Suna East,Urban,,,,,partially_functional,,,
60178,HOND00032,HOND00032224,7/20/2022 10:23,4,163,47,well,8985,Kanyikela,Homa Bay,Ndhiwa,Rural,,Clean,,,partially_functional,,,
60179,MIUR00033,MIUR00033224,2/2/2025 12:43,2,195,6,well,25575,Central Kanyamkago,Migori,Uriri,Rural,,Contaminated:Biological,,,functional,,,
60180,MISU00034,MISU00034224,6/22/2022 10:07,1,269,24,tap_in_home,28012,Wasweta Ii,Migori,Suna West,Urban,,,,,partially_functional,,,
60181,MIKU00035,MIKU00035224,12/17/2022 13:34,2,303,5,river,34924,Nyamosense/Komosoko,Migori,Kuria West,Rural,,,,,partially_functional,,,
60182,MIKU00036,MIKU00036224,4/21/2025 17:00,5,397,43,tap_in_home_broken,29787,Tagare,Migori,Kuria West,Rural,,,,,partially_functional,,,
60183,MISU00037,MISU00037224,11/27/2024 19:41,4,402,7,shared_taps,36431,Ragana-Oruba,Migori,Suna West,Urban,,,,,partially_functional,,,
60184,MIKU00038,MIKU00038224,1/2/2022 8:49,4,164,0,shared_taps,16586,Isibania,Migori,Kuria West,Urban,,,,,partially_functional,,,
60185,MISU00039,MISU00039224,12/16/2022 12:45,3,375,33,well,26425,Suna Central,Migori,Suna East,Rural,,Contaminated:Biological,,,partially_functional,,,
60186,MIAW00040,MIAW00040224,3/22/2023 8:43,3,1,6,river,29872,West Sakwa,Migori,Awendo,Rural,,,,,partially_functional,,,
60187,MIKU00041,MIKU00041224,6/12/2024 12:14,5,174,17,river,32287,Masaba,Migori,Kuria West,Rural,,,,,partially_functional,,,
60188,MIKU00042,MIKU00042224,4/13/2022 5:42,3,56,8,shared_taps,23386,Makerero,Migori,Kuria West,Urban,,,,,functional,,,
60189,MIAW00043,MIAW00043224,3/11/2023 14:49,5,475,38,tap_in_home,25990,North Sakwa,Migori,Awendo,Rural,,,,,functional,,,
60190,MISU00044,MISU00044224,12/24/2025 7:51,5,296,9,river,26585,God Jope,Migori,Suna East,Rural,,,,,partially_functional,,,
60191,MIKU00045,MIKU00045224,6/18/2025 16:18,1,309,18,shared_taps,31262,Gokeharaka/Getambwega,Migori,Kuria East,Urban,,,,,partially_functional,,,
60192,MIAW00046,MIAW00046224,8/2/2024 9:34,2,455,27,river,30835,Central Sakwa,Migori,Awendo,Rural,,,,,partially_functional,,,
60193,MIKU00047,MIKU00047224,3/3/2023 18:41,1,239,12,river,25111,Bukira Centrl/Ikerege,Migori,Kuria West,Rural,,,,,functional,,,
60194,MIAW00048,MIAW00048224,10/21/2022 19:33,3,392,13,river,42725,South Sakwa,Migori,Awendo,Rural,,,,,partially_functional,,,
60195,MIUR00049,MIUR00049224,5/25/2024 8:07,2,335,21,tap_in_home,18087,East Kanyamkago,Migori,Uriri,Urban,,,,,partially_functional,,,
60196,HOKA00050,HOKA00050224,1/6/2022 9:27,2,435,7,tap_in_home_broken,23322,Kanyaluo,Homa Bay,Karachuonyo,Urban,,,,,,,,
60197,MISU00051,MISU00051224,8/20/2022 8:08,4,505,28,well,23573,Kwa,Migori,Suna East,Rural,,Contaminated: Chemical,,,partially_functional,,,
60198,MIRO00052,MIRO00052224,7/12/2022 12:14,5,208,37,well,42922,South Kamagambo,Migori,Rongo,Rural,,Contaminated: Chemical,,,partially_functional,,,
60199,MIKU00053,MIKU00053224,4/15/2024 15:54,4,346,24,river,38839,Nyabasi West,Migori,Kuria East,Rural,,,,,partially_functional,,,
60200,MIKU00054,MIKU00054224,7/14/2025 19:14,2,328,44,tap_in_home,25569,Bukira East,Migori,Kuria West,Urban,,,,,functional,,,
60201,KISO00055,KISO00055224,11/13/2024 15:42,2,450,17,tap_in_home,34205,Moticho,Kisii,South Mugirango,Rural,,,,,functional,,,
60202,MIUR00056,MIUR00056224,12/27/2024 13:18,3,362,12,well,37189,South Kanyamkago,Migori,Uriri,Rural,,Clean,,,partially_functional,,,
60203,MIUR00057,MIUR00057224,1/25/2022 18:10,4,436,10,river,37030,West Kanyamkago,Migori,Uriri,Rural,,,,,partially_functional,,,
60204,KISO00058,KISO00058224,4/18/2025 8:35,1,192,38,tap_in_home,36121,Tabaka,Kisii,South Mugirango,Rural,,,,,functional,,,
60205,KIBO00059,KIBO00059224,4/25/2024 9:31,5,258,35,river,27894,Majoge Basi,Kisii,Bomachoge Chache,Rural,,,,,functional,,,
60206,KINY00060,KINY00060224,3/23/2023 16:01,5,180,41,river,20600,Kiogoro,Kisii,Nyaribari Chache,Rural,,,,,,,,
60207,KIBO00061,KIBO00061224,9/27/2022 17:06,1,145,21,tap_in_home,28758,Bobasi Chache,Kisii,Bobasi,Urban,,,,,,,,
60208,KINY00062,KINY00062224,1/3/2023 13:05,4,365,17,tap_in_home_broken,29995,Bobaracho,Kisii,Nyaribari Chache,Urban,,,,,partially_functional,,,
60209,KINY00063,KINY00063224,1/7/2024 12:04,5,438,3,shared_taps,9417,Kisii Central,Kisii,Nyaribari Chache,Rural,,,,,,,,
60210,KIBO00064,KIBO00064224,5/1/2024 17:35,4,515,44,shared_taps,44213,Bomorenda,Kisii,Bonchari,Rural,,,,,,,,
60211,KIBO00065,KIBO00065224,4/5/2025 13:42,3,83,2,tap_in_home_broken,42431,Riana,Kisii,Bonchari,Urban,,,,,,,,
60212,KIBO00066,KIBO00066224,2/5/2022 13:32,5,246,34,shared_taps,26096,Bogiakumu,Kisii,Bonchari,Urban,,,,,,,,
60213,KIKI00067,KIKI00067224,11/9/2023 10:59,3,300,5,tap_in_home_broken,13244,Kitutu Central,Kisii,Kitutu Chache South,Urban,,,,,,,,
60214,KIKI00068,KIKI00068224,11/5/2023 11:29,2,308,42,well,26629,Nyatieko,Kisii,Kitutu Chache South,Rural,,Clean,,,functional,,,
60215,HOHO00069,HOHO00069224,8/22/2024 6:27,5,86,37,shared_taps,32742,Homa Bay Arujo,Homa Bay,Homa Bay Town,Rural,,,,,functional,,,
60216,HOHO00070,HOHO00070224,12/28/2022 6:33,4,131,37,shared_taps,19995,Homa Bay West,Homa Bay,Homa Bay Town,Urban,,,,,functional,,,
60217,KIBO00071,KIBO00071224,11/4/2023 8:44,4,353,24,river,26642,Bomariba,Kisii,Bonchari,Rural,,,,,,,,
60218,KIKI00072,KIKI00072224,1/14/2022 5:26,3,366,20,tap_in_home,31721,Nyakoe,Kisii,Kitutu Chache South,Urban,,,,,,,,
60219,KIKI00073,KIKI00073224,4/6/2024 19:38,2,227,9,well,18545,Bogeka,Kisii,Kitutu Chache South,Rural,,Contaminated: Chemical,,,,,,
60220,KIKI00074,KIKI00074224,12/21/2024 12:05,5,156,3,shared_taps,28504,Bogusero,Kisii,Kitutu Chache South,Rural,,,,,functional,,,
60221,KIKI00075,KIKI00075224,11/3/2022 16:50,5,116,26,river,36234,Marani,Kisii,Kitutu Chache North,Urban,,,,,functional,,,
60222,HOKA00076,HOKA00076224,8/7/2025 7:24,2,167,35,river,33085,West Kasipul,Homa Bay,Kasipul,Rural,,,,,functional,,,
60223,MIRO00077,MIRO00077224,4/5/2022 16:20,5,109,2,tap_in_home,37497,East Kamagambo,Migori,Rongo,Urban,,,,,partially_functional,,,
60224,MIRO00078,MIRO00078224,10/1/2023 19:46,4,140,8,tap_in_home,25919,North Kamagambo,Migori,Rongo,Urban,,,,,partially_functional,,,
60225,MIRO00079,MIRO00079224,4/18/2023 6:14,5,205,8,well,39925,Central Kamagambo,Migori,Rongo,Rural,,Contaminated:Biological,,,partially_functional,,,
60226,HOND00080,HOND00080224,8/9/2022 14:31,5,503,13,river,32070,Kanyamwa Kologi,Homa Bay,Ndhiwa,Rural,,,,,partially_functional,,,
60227,HORA00081,HORA00081224,7/12/2022 16:52,1,86,42,river,38416,Kagan,Homa Bay,Rangwe,Rural,,,,,partially_functional,,,
60228,HOKA00082,HOKA00082224,11/28/2024 10:00,1,123,2,shared_taps,24472,West Kamagak,Homa Bay,Kasipul,Urban,,,,,functional,,,
60229,HOKA00083,HOKA00083224,6/21/2022 17:25,4,131,5,tap_in_home,18671,East Kamagak,Homa Bay,Kasipul,Urban,,,,,functional,,,
60230,HOKA00084,HOKA00084224,10/27/2022 8:53,1,411,30,shared_taps,24631,Central,Homa Bay,Karachuonyo,Urban,,,,,,,,
60231,KIKI00085,KIKI00085224,3/1/2024 16:19,4,185,2,river,37647,South West Kisumu,Kisumu,Kisumu West,Rural,,,,,partially_functional,,,
60232,KIKI00086,KIKI00086224,3/27/2023 14:20,4,293,19,well,38191,North West Kisumu,Kisumu,Kisumu West,Rural,,Contaminated:Biological,,,partially_functional,,,
60233,KIKI00087,KIKI00087224,1/15/2025 18:22,4,179,4,shared_taps,40503,West Kisumu,Kisumu,Kisumu West,Urban,,,,,partially_functional,,,
60234,HOKA00088,HOKA00088224,3/5/2022 14:20,3,535,43,shared_taps,16303,North Karachuonyo,Homa Bay,Karachuonyo,Urban,,,,,functional,,,
60235,HOKA00089,HOKA00089224,6/23/2024 15:06,5,86,26,tap_in_home,7709,Kendu Bay Town,Homa Bay,Karachuonyo,Urban,,,,,,,,
60236,HOKA00090,HOKA00090224,9/19/2024 18:05,5,374,19,shared_taps,31762,Central Kasipul,Homa Bay,Kasipul,Rural,,,,,functional,,,
60237,KIKI00091,KIKI00091224,5/9/2023 11:31,5,225,33,tap_in_home,49342,Central Kisumu,Kisumu,Kisumu West,Urban,,,,,partially_functional,,,
60238,KIKI00092,KIKI00092224,3/10/2023 14:04,5,23,5,well,14448,Nyalenda B,Kisumu,Kisumu Central,Urban,,Contaminated: Chemical,,,partially_functional,,,
60239,KIKI00093,KIKI00093224,8/17/2025 9:51,2,353,45,tap_in_home_broken,3765,Market Milimani,Kisumu,Kisumu Central,Urban,,,,,functional,,,
60240,KIKI00094,KIKI00094224,2/22/2024 16:08,3,319,47,shared_taps,27864,Kolwa Central,Kisumu,Kisumu East,Rural,,,,,partially_functional,,,
60241,KIKI00095,KIKI00095224,3/23/2024 11:37,2,226,39,tap_in_home_broken,32725,Kisumu North,Kisumu,Kisumu West,Urban,,,,,partially_functional,,,
60242,KIKI00096,KIKI00096224,2/20/2022 13:02,2,339,22,well,19106,Railways,Kisumu,Kisumu Central,Rural,,Contaminated:Biological,,,partially_functional,,,
60243,KIKI00097,KIKI00097224,7/19/2023 5:16,1,384,42,tap_in_home,44928,Kajulu,Kisumu,Kisumu East,Urban,,,,,partially_functional,,,
60244,KIKI00098,KIKI00098224,1/27/2022 17:07,1,176,26,shared_taps,0,Shaurimoyo Kaloleni,Kisumu,Kisumu Central,Urban,,,,,functional,,,
60245,KIKI00099,KIKI00099224,11/19/2022 14:16,1,196,19,river,0,Nyalenda 'A',Kisumu,Kisumu Central,Rural,,,,,partially_functional,,,
60246,KIKI00100,KIKI00100224,3/4/2023 12:25,1,317,33,tap_in_home_broken,0,Migosi,Kisumu,Kisumu Central,Urban,,,,,,,,
60247,KIKI00101,KIKI00101224,11/28/2024 12:08,1,379,38,shared_taps,0,Kondele,Kisumu,Kisumu Central,Rural,,,,,partially_functional,,,
60248,KIKI00102,KIKI00102224,5/19/2025 11:59,2,515,34,shared_taps,0,Manyatta 'B',Kisumu,Kisumu East,Urban,,,,,partially_functional,,,
60249,KWMA00103,KWMA00103224,3/16/2023 19:11,2,16,7,well,61367,Tsimba Golini,Kwale,Matuga,Rural,,Contaminated: Chemical,,,,,,
60250,BUKA00104,BUKA00104224,10/27/2022 7:05,5,143,12,tap_in_home_broken,47544,West Sang'Alo,Bungoma,Kanduyi,Rural,,,,,functional,,,
60251,BUKA00105,BUKA00105224,3/16/2024 18:08,1,173,26,tap_in_home,27288,Bukembe West,Bungoma,Kanduyi,Urban,,,,,functional,,,
60252,BUKA00106,BUKA00106224,4/2/2022 6:25,1,238,47,well,48253,Musikoma,Bungoma,Kanduyi,Urban,,Contaminated:Biological,,,functional,,,
60253,BUKA00107,BUKA00107224,11/21/2025 17:36,5,194,47,river,38799,Bukembe East,Bungoma,Kanduyi,Rural,,,,,functional,,,
60254,BUKA00108,BUKA00108224,4/10/2022 8:44,5,455,44,well,7209,Khalaba,Bungoma,Kanduyi,Rural,,Contaminated: Chemical,,,functional,,,
60255,BUKA00109,BUKA00109224,7/12/2025 9:31,1,472,12,well,5319,Township,Bungoma,Kanduyi,Rural,,Contaminated:Biological,,,functional,,,
60256,VIEM00110,VIEM00110224,2/12/2024 14:14,5,194,17,shared_taps,32037,Central Bunyore,Vihiga,Emuhaya,Rural,,,,,functional,,,
60257,VIEM00111,VIEM00111224,3/5/2023 7:07,2,513,16,well,34986,North East Bunyore,Vihiga,Emuhaya,Rural,,Contaminated: Chemical,,,partially_functional,,,
60258,VIEM00112,VIEM00112224,8/5/2022 13:38,5,532,6,well,37826,West Bunyore,Vihiga,Emuhaya,Rural,,Clean,,,partially_functional,,,
60259,VIHA00113,VIHA00113224,6/15/2025 6:58,5,278,24,shared_taps,25949,Gisambai,Vihiga,Hamisi,Urban,,,,,partially_functional,,,
60260,VIHA00114,VIHA00114224,7/7/2025 6:22,4,345,22,shared_taps,21217,Jepkoyai,Vihiga,Hamisi,Urban,,,,,functional,,,
60261,VIHA00115,VIHA00115224,3/13/2025 5:46,4,2,10,shared_taps,21225,Tambua,Vihiga,Hamisi,Rural,,,,,functional,,,
60262,VILU00116,VILU00116224,7/15/2024 19:55,4,493,42,well,26036,Emabungo,Vihiga,Luanda,Rural,,Contaminated:Biological,,,functional,,,
60263,VILU00117,VILU00117224,11/17/2022 10:41,4,353,23,tap_in_home,23096,Luanda South,Vihiga,Luanda,Urban,,,,,functional,,,
60264,VILU00118,VILU00118224,6/23/2025 16:27,1,392,12,shared_taps,15702,Luanda Township,Vihiga,Luanda,Rural,,,,,,,,
60265,VILU00119,VILU00119224,2/15/2022 14:30,2,132,8,shared_taps,25084,Mwibona,Vihiga,Luanda,Urban,,,,,functional,,,
60266,KWMS00120,KWMS00120224,6/13/2023 19:19,1,486,5,shared_taps,33768,Kinondo,Kwale,Msambweni,Rural,,,,,,,,
60267,VILU00121,VILU00121224,3/27/2022 19:12,1,243,34,river,29217,Wemilabi,Vihiga,Luanda,Urban,,,,,functional,,,
60268,VISA00122,VISA00122224,3/25/2023 5:38,4,457,4,shared_taps,24185,Busali,Vihiga,Sabatia,Urban,,,,,partially_functional,,,
60269,VISA00123,VISA00123224,11/11/2024 7:31,1,113,14,shared_taps,20789,Chavakali,Vihiga,Sabatia,Urban,,,,,partially_functional,,,
60270,VISA00124,VISA00124224,2/18/2025 18:44,5,350,39,tap_in_home_broken,27922,Lyaduywa/Izava,Vihiga,Sabatia,Rural,,,,,functional,,,
60271,VISA00125,VISA00125224,4/11/2022 13:04,2,290,47,shared_taps,20894,North Maragoli,Vihiga,Sabatia,Rural,,,,,partially_functional,,,
60272,VISA00126,VISA00126224,8/9/2025 18:12,4,229,33,well,23490,West Sabatia,Vihiga,Sabatia,Rural,,Contaminated: Chemical,,,partially_functional,,,
60273,VISA00127,VISA00127224,5/16/2022 9:05,3,487,26,shared_taps,26932,Wodanga,Vihiga,Sabatia,Urban,,,,,partially_functional,,,
60274,VIVI00128,VIVI00128224,2/1/2025 11:21,2,5,30,shared_taps,26927,Central Maragoli,Vihiga,Vihiga,Urban,,,,,partially_functional,,,
60275,VIVI00129,VIVI00129224,8/20/2025 18:13,4,443,21,well,35619,Lugaga-Wamuluma,Vihiga,Vihiga,Rural,,Clean,,,functional,,,
60276,VIVI00130,VIVI00130224,4/24/2025 11:18,5,346,8,shared_taps,23098,Mungoma,Vihiga,Vihiga,Urban,,,,,functional,,,
60277,VIVI00131,VIVI00131224,1/28/2025 19:38,4,254,36,well,23594,South Maragoli,Vihiga,Vihiga,Rural,,Clean,,,functional,,,
60278,SIBO00132,SIBO00132224,7/16/2025 6:32,4,224,36,river,42284,West Yimbo,Siaya,Bondo,Urban,,,,,functional,,,
60279,SIBO00133,SIBO00133224,8/7/2024 10:04,4,398,6,tap_in_home_broken,28150,Central Sakwa,Siaya,Bondo,Urban,,,,,partially_functional,,,
60280,SIBO00134,SIBO00134224,3/6/2022 10:09,2,115,34,river,37429,Yimbo East,Siaya,Bondo,Rural,,,,,partially_functional,,,
60281,SIAL00135,SIAL00135224,8/22/2022 16:21,5,405,15,shared_taps,21040,Usonga,Siaya,Alego Usonga,Urban,,,,,partially_functional,,,
60282,SIBO00136,SIBO00136224,1/24/2024 13:29,3,14,42,shared_taps,34901,West Sakwa,Siaya,Bondo,Rural,,,,,partially_functional,,,
60283,SIUG00137,SIUG00137224,12/3/2024 12:17,2,44,29,well,37880,West Ugenya,Siaya,Ugenya,Urban,,Contaminated:Biological,,,partially_functional,,,
60284,SIAL00138,SIAL00138224,2/27/2022 5:17,4,470,0,tap_in_home_broken,43418,West Alego,Siaya,Alego Usonga,Urban,,,,,partially_functional,,,
60285,SIAL00139,SIAL00139224,4/5/2024 17:29,1,412,38,tap_in_home,41293,Central Alego,Siaya,Alego Usonga,Urban,,,,,partially_functional,,,
60286,SIBO00140,SIBO00140224,9/22/2022 16:46,1,406,26,tap_in_home_broken,36088,South Sakwa,Siaya,Bondo,Urban,,,,,partially_functional,,,
60287,SIAL00141,SIAL00141224,11/25/2023 13:58,3,483,5,shared_taps,83461,South East Alego,Siaya,Alego Usonga,Urban,,,,,partially_functional,,,
60288,SIUG00142,SIUG00142224,1/25/2023 17:57,5,84,35,tap_in_home_broken,38544,North Ugenya,Siaya,Ugenya,Urban,,,,,partially_functional,,,
60289,SIUG00143,SIUG00143224,1/12/2023 8:24,1,273,8,tap_in_home_broken,27845,Ukwala,Siaya,Ugenya,Urban,,,,,partially_functional,,,
60290,SIAL00144,SIAL00144224,7/1/2024 13:48,2,468,28,well,37886,Siaya Township,Siaya,Alego Usonga,Rural,,Contaminated: Chemical,,,partially_functional,,,
60291,SIBO00145,SIBO00145224,12/15/2025 17:48,4,211,4,shared_taps,46873,North Sakwa,Siaya,Bondo,Urban,,,,,partially_functional,,,
60292,SIRA00146,SIRA00146224,1/4/2022 12:44,5,348,12,shared_taps,35872,West Uyoma,Siaya,Rarieda,Urban,,,,,partially_functional,,,
60293,SIUG00147,SIUG00147224,8/23/2022 14:16,5,4,4,river,41029,East Ugenya,Siaya,Ugenya,Urban,,,,,partially_functional,,,
60294,SIRA00148,SIRA00148224,12/9/2025 10:29,4,76,19,river,25053,South Uyoma,Siaya,Rarieda,Rural,,,,,partially_functional,,,
60295,SIAL00149,SIAL00149224,2/16/2023 5:03,5,192,12,tap_in_home,30518,North Alego,Siaya,Alego Usonga,Urban,,,,,partially_functional,,,
60296,SIRA00150,SIRA00150224,12/23/2023 5:02,5,68,31,tap_in_home,28249,North Uyoma,Siaya,Rarieda,Urban,,,,,partially_functional,,,
60297,SIRA00151,SIRA00151224,10/27/2023 11:22,3,373,13,shared_taps,43350,West Asembo,Siaya,Rarieda,Urban,,,,,partially_functional,,,
60298,SIGE00152,SIGE00152224,6/8/2025 9:04,3,304,17,river,44087,North Gem,Siaya,Gem,Rural,,,,,partially_functional,,,
60299,KWMS00153,KWMS00153224,5/6/2022 15:43,3,91,11,tap_in_home_broken,28182,Gombato Bongwe,Kwale,Msambweni,Urban,,,,,,,,
60300,SIGE00154,SIGE00154224,3/14/2022 17:34,3,325,31,tap_in_home,37262,South Gem,Siaya,Gem,Urban,,,,,partially_functional,,,
60301,SIRA00155,SIRA00155224,2/12/2022 12:05,2,261,48,shared_taps,42782,East Asembo,Siaya,Rarieda,Urban,,,,,partially_functional,,,
60302,SIGE00156,SIGE00156224,11/20/2022 17:24,1,30,20,tap_in_home,30661,West Gem,Siaya,Gem,Rural,,,,,partially_functional,,,
60303,SIGE00157,SIGE00157224,4/17/2025 15:21,3,56,28,well,30676,Central Gem,Siaya,Gem,Rural,,Contaminated: Chemical,,,partially_functional,,,
60304,KISE00158,KISE00158224,8/11/2024 15:37,1,346,28,shared_taps,41653,West Seme,Kisumu,Seme,Rural,,,,,partially_functional,,,
60305,KISE00159,KISE00159224,11/18/2024 12:05,2,425,0,shared_taps,35745,North Seme,Kisumu,Seme,Rural,,,,,partially_functional,,,
60306,KISE00160,KISE00160224,8/18/2024 19:30,1,193,15,river,29226,Central Seme,Kisumu,Seme,Rural,,,,,partially_functional,,,
60307,SIGE00161,SIGE00161224,12/23/2025 13:33,1,169,46,tap_in_home_broken,31418,East Gem,Siaya,Gem,Urban,,,,,partially_functional,,,
60308,SIGE00162,SIGE00162224,9/24/2025 18:41,5,250,23,shared_taps,30789,Yala Township,Siaya,Gem,Rural,,,,,partially_functional,,,
60309,KISE00163,KISE00163224,3/24/2023 16:59,2,445,6,tap_in_home_broken,34603,East Seme,Kisumu,Seme,Urban,,,,,partially_functional,,,
60310,HOKA00164,HOKA00164224,5/8/2022 15:54,2,201,28,shared_taps,20178,Kibiri,Homa Bay,Karachuonyo,Rural,,,,,,,,
60311,SIUG00165,SIUG00165224,11/19/2022 12:48,5,58,48,tap_in_home,32851,Sidindi,Siaya,Ugunja,Rural,,,,,partially_functional,,,
60312,SIUG00166,SIUG00166224,4/9/2024 7:18,2,225,34,shared_taps,38006,Sigomere,Siaya,Ugunja,Rural,,,,,partially_functional,,,
60313,SIUG00167,SIUG00167224,10/24/2022 15:07,4,383,34,tap_in_home,52095,Ugunja,Siaya,Ugunja,Urban,,,,,partially_functional,,,
60314,BUBU00168,BUBU00168224,1/14/2025 8:12,4,401,32,shared_taps,19261,Khasoko,Bungoma,Bumula,Urban,,,,,functional,,,
60315,BUWE00169,BUWE00169224,12/17/2023 15:59,1,264,9,river,41192,Mihuu,Bungoma,Webuye East,Rural,,,,,functional,,,
60316,BUKA00170,BUKA00170224,10/4/2025 12:10,5,25,15,tap_in_home,47199,West Nalondo,Bungoma,Kabuchai,Urban,,,,,functional,,,
60317,BUKA00171,BUKA00171224,7/7/2023 10:47,4,371,6,river,50152,Marakaru/Tuuti,Bungoma,Kanduyi,Rural,,,,,functional,,,
60318,BUWE00172,BUWE00172224,12/22/2023 17:00,5,487,5,tap_in_home_broken,48752,Bokoli,Bungoma,Webute West,Urban,,,,,functional,,,
60319,BUKA00173,BUKA00173224,2/7/2023 6:11,2,172,5,tap_in_home,47769,Bwake/Luuya,Bungoma,Kabuchai,Urban,,,,,functional,,,
60320,BUBU00174,BUBU00174224,6/20/2023 14:31,4,51,33,shared_taps,42491,Siboti,Bungoma,Bumula,Rural,,,,,functional,,,
60321,BUWE00175,BUWE00175224,8/15/2023 8:35,1,234,10,shared_taps,50570,Misikhu,Bungoma,Webute West,Urban,,,,,functional,,,
